pmid,species_name,species_id,gene_name,gene_id
39623463,human,9606,,
39623466,,,,
39623471,rats,10116,,
39623472,women,9606,,
39623473,cats,9685,,
39623483,patient,9606,,
39623490,canine,9615,B2M,478284
39623498,rabbit,9986,,
39623504,patients,9606,,
39623508,mice,10090,Ghr,2690
39623511,pigs,9823,MLKL,100736792
39623518,,,,
39623594,,,,
39623605,mouse,10090,IRF5,27056
39623611,women,9606,,
39623672,patient,9606,,
39623673,patient,9606,,
39623712,,,Wnt5A,7474
39623805,women,9606,,
39623867,,,TCR,6962
39623933,patients,9606,,
39623946,,,PDGFRbeta,5159
39624042,patients,9606,,
39624050,bacteria,629395,CCL21,6366
39624051,SC,544725,,
39624066,,,,
39624074,mammalian,9606,,
39624082,patients,9606,Fra-1,8061
39624083,,,,
39624091,patients,9606,,
39624098,patients,9606,CAR,653108
39624099,Porcine deltacoronavirus,1586324,FBXW8,100156796
39624104,Alistipes,239759,,
39624109,,,,
39624111,,,AMPK,5562
39624113,patient,9606,PD-1,5133
39624122,participants,9606,transferrin receptor,7037
39624123,patients,9606,CRP,1401
39624125,Foraminifera,29178,,
39624131,,,,
39624140,Muscardinus avellanarius,39082,,
39624141,patient,9606,,
39624154,patients,9606,IGF-1,3479
39624166,,,,
39624170,,,,
39624172,woman,9606,,
39624175,patient,9606,ACOT1,641371
39624181,patients,9606,,
39624182,,,,
39624189,rats,10116,,
39624193,donkeys,9793,,
39624198,Brucella,234,,
39624202,patients,9606,p53,7157
39624216,,,,
39624217,patients,9606,,
39624220,patients,9606,,
39624221,rats,10116,GFAP,24387
39624223,,,ALP,470
39624230,,,,
39624231,patients,9606,,
39624233,humans,9606,CCR2,12772
39624236,patients,9606,CAR,9970
39624250,patients,9606,,
39624257,patient,9606,,
39624260,patient,9606,,
39624262,,,,
39624263,Streptococcus suis,1307,,
39624276,,,,
39624277,human,9606,MMP-2,4313
39624278,,,,
39624280,Patients,9606,,
39624283,,,,
39624290,patient,9606,insulin,3630
39624291,human,9606,,
39624293,women,9606,PDPK1,5170
39624295,rice,4530,,
39624307,HIV,12721,,
39624308,patients,9606,interleukin 6,3569
39624325,patient,9606,,
39624328,patients,9606,,
39624332,,,,
39624335,human,9606,,
39624337,patients,9606,,
39624339,,,SPG7,6687
39624345,patients,9606,,
39624346,patients,9606,,
39624349,patients,9606,,
39624353,patients,9606,,
39624358,patient,9606,,
39624365,patients,9606,,
39624371,,,,
39624379,,,,
39624380,patients,9606,,
39624382,patients,9606,TnT,7138
39624385,patients,9606,,
39624392,,,,
39624399,patients,9606,MMP9,4318
39624400,patients,9606,CXCL13,10563
39624412,participants,9606,,
39624429,,,,
39624431,,,,
39624437,Echinodermata,7586,,
39624444,patient,9606,,
39624454,,,,
39624465,patients,9606,,
39624467,women,9606,,
39624475,,,,
39624479,women,9606,Lipoprotein(a),4018
39624483,Epstein-Barr virus,10376,p18,100689229
39624489,,,myoglobin,4151
39624492,Epstein-Barr Virus,10376,type I interferon,
39624503,,,CB1,1268
39624506,People,9606,,
39624511,patients,9606,,
39624512,inpatients,9606,,
39624514,participants,9606,,
39624517,Penaeus vannamei,6689,,
39624520,,,,
39624522,,,,
39624524,patient,9606,,
39624529,patient,9606,,
39624533,patients,9606,aspartate aminotransferase,26503
39624535,Enterococcus,1351,,
39624536,,,,
39624551,,,,
39624560,patients,9606,,
39624566,patients,9606,EGFR,1956
39624569,Providencia stuartii,588,,
39624578,,,,
39624580,Listeria monocytogenes,1639,,
39624585,patients,9606,ADAMTS-13,11093
39624588,mice,10090,Abeta,11820
39624602,patients,9606,,
39624612,patients,9606,,
39624616,women,9606,,
39624618,people,9606,,
39624628,woman,9606,ER,2069
39624635,Patient,9606,ABL1,25
39624636,patients,9606,,
39624640,patients,9606,,
39624644,patients,9606,,
39624647,patients,9606,,
39624655,,,,
39624656,,,,
39624663,,,,
39624667,humans,9606,,
39624671,patient,9606,,
39624687,Ophiopogon japonicus,100506,,
39624692,patients,9606,,
39624704,patient,9606,,
39624710,patient,9606,,
39624711,,,GRP78,3309
39624716,,,,
39624717,Scenedesmus sp.,2909984,,
39624720,mice,10090,,
39624734,patients,9606,,
39624735,,,,
39624748,men,9606,,
39624770,patients,9606,NSE,2026
39624789,,,,
39624791,patients,9606,,
39624801,,,FUT8,2530
39624802,,,Ctnnb1,1499
39624804,human,9606,,
39624806,,,,
39624808,patients,9606,,
39624824,rats,10116,BDNF,627
39624827,patients,9606,FBLN2,2199
39624833,patients,9606,,
39624844,,,,
39624860,mice,10090,NCX3,6547
39624867,,,,
39624872,inpatients,9606,,
39624925,,,,
39624926,patients,9606,,
39624936,patients,9606,,
39624955,patients,9606,MuSK,4593
39624960,patient,9606,,
39624968,rats,10116,FOXG1,24370
39624976,women,9606,BRCA,672
39624995,,,,
39625066,Vibrio,662,,
39625070,,,,
39625073,participants,9606,,
39625077,patient,9606,,
39625090,women,9606,,
39625094,participant,9606,,
39625095,human,9606,,
39625215,patients,9606,,
39625220,,,,
39625283,,,,
39625302,Pseudomonas aeruginosa,287,,
39625382,,,,
39625422,,,,
39625438,patients,9606,,
39625554,people,9606,,
39625566,patients,9606,,
39625577,,,,
39625589,patients,9606,,
39625678,,,,
39625687,patients,9606,,
39625711,,,,
39625721,patients,9606,,
39625722,participant,9606,tyrosine kinase,7294
39625727,,,,
39625745,participants,9606,,
39625749,,,,
39625760,patients,9606,,
39625762,Participants,9606,,
39625763,,,,
39625765,patients,9606,,
39625777,child,9606,,
39625788,participants,9606,,
39625791,human,9606,PAX6,5080
39625804,,,,
39625837,human,9606,,
39625860,,,IL15,3600
39625885,,,,
39625887,Plasmodium,418103,,
39625888,human,9606,,
39625890,,,,
39625894,Leishmania tropica,5666,MAPK1,5594
39625906,flavivirus,11051,NS2B3,
39625934,human,9606,,
39625944,,,,
39625947,,,,
39625951,,,,
39625964,patients,9606,,
39625967,norovirus,142786,,
39625968,,,,
39625969,HIV,11676,,
39625971,,,,
39625978,human,9606,,
39625984,,,,
39625989,SARS-CoV-2,2697049,TMPRSS2,7113
39625991,,,,
39625992,fly,7227,,
39625993,guinea pigs,10141,CHRNA7,100720640
39626016,rat,10116,NPY,24604
39626027,,,,
39626222,participants,9606,,
39626282,patients,9606,CD19,930
39626299,,,,
39626301,patients,9606,ADAMTS13,11093
39626310,,,,
39626324,patients,9606,,
39626325,patients,9606,,
39614741,patients,9606,,
39614761,,,,
39614764,cocoa,3641,,
39614773,human,9606,MTMR7,9108
39614887,patients,9606,,
39614894,mouse,10090,HIF-1alpha,15251
39614909,patients,9606,dopamine transporter,6531
39614910,patients,9606,PSMA,2346
39615000,patient,9606,,
39615017,rice,4530,,
39615024,patients,9606,IgE,3497
39615083,B. henselae,38323,,
39615250,patient,9606,,
39615323,,,AVP,551
39615342,SARS-CoV-2,2697049,S,43740568
39615427,human,9606,,
39615484,patients,9606,,
39615485,mice,10090,SERCA2,488
39615489,,,,
39615521,patients,9606,,
39615655,men,9606,,
39615677,,,DPP9,91039
39615688,,,LHCGR,3973
39615750,patients,9606,,
39615800,B. tabaci,7038,,
39615890,SARS-CoV-2,2697049,,
39615891,women,9606,,
39615895,patients,9606,LIP,23049
39616094,women,9606,,
39616107,patient,9606,CD34,947
39616148,,,DYRK1A,1859
39616150,patients,9606,Smpd3,55512
39616156,human,9606,,
39616176,,,Subtilase,5125
39616181,,,,
39616203,Octopus,6643,,
39616212,CHIKV,37124,nsP2,
39616216,humans,9606,,
39616220,bacteria,629395,,
39616221,,,,
39616223,Patients,9606,GEFT,115557
39616226,patients,9606,ZO-1,7082
39616227,,,CASP1,834
39616237,,,,
39616248,,,,
39616252,,,,
39616254,,,,
39616260,,,,
39616290,,,,
39616302,mouse,10090,B4GALNT1,2583
39616312,,,,
39616314,people,9606,,
39616315,,,,
39616319,patient,9606,,
39616320,,,,
39616325,patients,9606,,
39616333,patients,9606,,
39616341,,,,
39616342,Acinetobacter ursingii,108980,,
39616349,IBDV,10995,VP2,
39616354,patients,9606,,
39616358,apple,3750,,
39616370,patients,9606,HER2,2064
39616376,rats,10116,IL-17,3605
39616380,human,9606,CD22,12483
39616382,child,9606,,
39616387,Bithynia,6477,,
39616388,women,9606,,
39616391,Fasciola,6191,,
39616400,,,,
39616412,,,,
39616499,,,,
39616509,patients,9606,,
39616511,,,IL-1beta,3553
39616512,patients,9606,,
39616555,patients,9606,,
39616610,Arabidopsis thaliana,3702,ATM,823975
39616626,,,,
39616674,Women,9606,,
39616677,,,aspartate aminotransferase,
39616721,E. coli,562,,
39616742,patient,9606,,
39616743,patient,9606,,
39616744,patient,9606,,
39616817,patients,9606,,
39616984,patients,9606,p53,7157
39617042,,,,
39617044,,,,
39617063,,,NFI,4782
39617262,patient,9606,,
39617267,mice,10090,AMPK,5562
39617392,patient,9606,,
39617438,PRRSV,28344,NADC34,
39617439,PCV2,85708,,
39617478,,,cystatin C,1471
39617480,patients,9606,PPAR,5465
39617494,human,9606,,
39617731,patient,9606,,
39617751,,,USP11,8237
39617759,mice,10090,,
39617760,,,,
39617770,,,CA15-3,4582
39617773,mice,10090,GPX4,2879
39617777,patients,9606,,
39617780,patients,9606,,
39617803,Participants,9606,,
39617822,,,,
39617826,patients,9606,,
39617831,,,,
39617858,patients,9606,,
39617883,men,9606,,
39617894,participants,9606,,
39617896,patients,9606,NFL,4747
39617901,patients,9606,,
39617923,,,,
39617926,people,9606,,
39617928,humans,9606,,
39617932,patients,9606,,
39617941,patient,9606,,
39617945,patients,9606,,
39617948,dogs,9615,,
39617957,patients,9606,,
39618007,patients,9606,Activating Transcription Factor 4,468
39618022,,,,
39618046,,,,
39618052,,,,
39618077,patients,9606,,
39618095,,,,
39618101,,,,
39618102,murine,10090,IL-12,3593
39618159,,,,
39618294,,,,
39618295,patient,9606,,
39618296,patients,9606,,
39618324,women,9606,,
39618333,patients,9606,,
39618391,,,,
39618408,patients,9606,,
39618414,,,,
39618425,AAV,272636,Ugt1a,394431
39618426,mouse,10090,GSK3beta,56637
39618457,Human,9606,,
39618476,,,,
39618481,patients,9606,DLST,1743
39618482,,,,
39618494,human,9606,,
39618499,patients,9606,,
39618504,Miscanthus x Giganteus,183674,,
39618517,patients,9606,,
39618518,patients,9606,,
39618522,patients,9606,,
39618524,patients,9606,,
39618530,patients,9606,,
39618539,HBV,10407,,
39618543,patients,9606,,
39618550,,,,
39618560,people,9606,prolactin,5617
39618563,patient,9606,,
39618566,patient,9606,,
39618570,patient,9606,,
39618571,,,,
39618572,patient,9606,,
39618582,patients,9606,,
39618599,patient,9606,,
39618602,M. genitalium,2097,,
39618612,,,,
39618618,Nocardia otitidiscaviarum,1823,,
39618620,patients,9606,IL-6,3569
39618625,patients,9606,,
39618628,patient,9606,ABCB4,5244
39618633,patients,9606,,
39618638,women,9606,,
39618640,patient,9606,,
39618641,Patient,9606,,
39618646,patients,9606,SGLT2,6524
39618648,patients,9606,,
39618653,patient,9606,,
39618655,patient,9606,,
39618659,patient,9606,,
39618661,,,,
39618662,roundworms,6231,,
39618674,Patient,9606,,
39618677,patient,9606,,
39618679,patients,9606,,
39618683,patients,9606,,
39618687,human,9606,,
39618692,patients,9606,CRP,1401
39618698,,,,
39618700,patients,9606,CRP,1401
39618704,women,9606,,
39618720,women,9606,,
39618739,varicella-zoster virus,10335,,
39618750,patient,9606,,
39618753,,,,
39618757,patients,9606,,
39618759,patients,9606,,
39618764,patient,9606,,
39618769,patient,9606,,
39618776,patients,9606,,
39618782,,,,
39618789,,,,
39618792,,,,
39618811,,,,
39618817,patients,9606,,
39618819,,,,
39618825,mouse,10090,Stat3,20848
39618843,patients,9606,ZNF208,7757
39618844,patients,9606,,
39618847,patients,9606,,
39618858,patients,9606,,
39618861,,,,
39618869,,,,
39618873,patients,9606,,
39618875,patients,9606,,
39618883,,,,
39618890,,,,
39618896,men,9606,,
39618903,,,,
39618912,patients,9606,interleukin-23,27178
39618916,patients,9606,,
39618920,patient,9606,,
39618925,patients,9606,,
39618926,patients,9606,,
39618927,mice,10090,HIF-1,3091
39618934,patients,9606,Nrf2,4780
39618937,patients,9606,cystatin C,1471
39618953,,,,
39618954,patients,9606,,
39618958,people,9606,,
39618985,patients,9606,,
39618997,,,,
39619002,,,,
39619003,patient,9606,,
39619006,,,,
39619016,patient,9606,IL34,146433
39619025,,,,
39619032,,,,
39619042,patients,9606,,
39619046,patients,9606,,
39619055,rats,10116,,
39619065,,,,
39619069,participant,9606,CRP,1401
39619073,,,,
39619074,,,,
39619088,cats,9685,,
39619101,patients,9606,,
39619108,Thymallus grubii,201378,,
39619109,patients,9606,,
39619111,patients,9606,,
39619116,,,,
39619123,,,,
39619124,patients,9606,,
39619132,patients,9606,EAF2,55840
39619136,patients,9606,TGF-beta,7040
39619140,mice,10090,USP25,29761
39619158,,,,
39619167,patients,9606,,
39619172,tobacco,4097,,
39619174,soybean,3847,,
39619180,patient,9606,,
39619182,human,9606,,
39619185,patients,9606,,
39619186,,,,
39619212,patients,9606,,
39619213,patients,9606,,
39619214,patients,9606,,
39619217,,,insulin,3630
39619224,patients,9606,,
39619264,patients,9606,,
39619272,,,,
39619286,,,,
39619287,mice,10090,,
39619310,patients,9606,,
39619323,human,9606,GAD,2571
39619326,patients,9606,PDPN,10630
39619337,patients,9606,,
39619338,Participants,9606,,
39619340,patients,9606,,
39619341,participants,9606,,
39619367,,,,
39619376,,,,
39619384,people,9606,,
39619386,,,,
39619388,,,,
39619406,patients,9606,,
39619409,,,,
39619411,patients,9606,,
39619413,women,9606,,
39619422,patients,9606,albumin,213
39619425,people,9606,,
39619430,,,,
39619439,patients,9606,EGFR,1956
39619440,patient,9606,PSMA,2346
39619442,,,,
39619460,patients,9606,,
39619462,patient,9606,,
39619468,,,,
39619471,,,,
39619489,human,9606,,
39619496,patients,9606,TCN2,6948
39619498,,,,
39619502,,,,
39619503,,,,
39619505,,,,
39619506,,,,
39619511,,,PLC,3339
39619512,,,miRNA-21,406991
39619516,,,,
39619517,,,,
39619521,murine,10090,OSM,5008
39619531,human,9606,,
39619536,E. coli,562,DHFR,1719
39619538,human,9606,,
39619540,,,,
39619548,cows,9913,SREBP1,539361
39619556,humans,9606,ERF,2077
39619565,,,,
39619575,Codonopsis pilosula,86864,,
39619577,,,,
39619582,,,,
39619583,patients,9606,,
39619589,,,,
39619596,E. coli,562,,
39619616,rats,10116,NRF2,4780
39619620,,,,
39619635,,,APOC1,341
39619639,,,,
39619650,patients,9606,,
39619660,,,,
39619662,cattle,9913,,
39619665,Reticulofenestra,1856764,,
39619673,patient,9606,CTLA-4,1493
39619678,,,,
39619681,patients,9606,NF1,4763
39619684,Actinomyces israelii,1659,,
39619689,Agaricus subrufescens,87252,,
39619695,uncultured_bacterium,77133,ACE,163
39619696,macaques,9539,insulin,3630
39619697,Aspergillus parasiticus,5067,,
39619701,patients,9606,,
39619712,patients,9606,,
39619719,patient,9606,,
39619721,,,,
39619722,,,,
39619725,patient,9606,,
39619730,E. coli,562,ermB.,9988306
39619743,patients,9606,FGF21,26291
39619759,Patients,9606,Her-2,2064
39619761,patients,9606,,
39619765,patient,9606,,
39619771,People,9606,,
39619778,bull shark,46612,,
39619779,,,,
39619783,,,,
39619787,sheep,9940,,
39619796,people,9606,,
39619804,,,,
39619808,,,,
39619846,sunflower,4232,,
39619864,patients,9606,,
39619895,Women,9606,,
39619896,girls,9606,,
39619899,,,Tumor necrosis factor alpha,7124
39619903,,,,
39619907,,,,
39619908,women,9606,,
39619909,children,9606,,
39619913,patients,9606,C-reactive protein,1401
39619915,human,9606,,
39619916,patients,9606,,
39619917,child,9606,,
39619918,cows,9913,,
39619933,BoHV-4,10385,BoHV-4 glycoprotein B,
39619935,rats,10116,,
39619936,chicken,9031,,
39619937,cats,9685,titin,751825
39619950,kawakawa,8227,IL-6,3569
39619957,,,,
39619958,,,FAAH,2166
39619965,mice,10090,SIRT1,23411
39619970,rats,10116,IL-6,24498
39619975,LR,1445722,,
39619976,dragon fruit,176265,,
39619981,Shigella,620,,
39619982,,,,
39619988,Byssochlamys nivea,5093,,
39619990,,,,
39619992,patients,9606,catalase,847
39619993,sweet potato,4120,,
39620003,rats,10116,,
39620004,LAB,103236,,
39620006,Curcuma longa,136217,,
39620010,carrots,4039,,
39620020,peanuts,3818,,
39620021,,,,
39620022,,,AChE,43
39620025,patients,9606,,
39620033,Trout,8032,,
39620050,patients,9606,,
39620056,patient,9606,,
39620070,human,9606,,
39620072,,,CFTR,1080
39620095,,,,
39620109,,,,
39620113,ASFV,10497,,
39620118,,,,
39620119,patients,9606,,
39620127,,,,
39620134,patients,9606,,
39620137,patients,9606,,
39620147,mouse,10090,,
39620159,,,,
39620163,,,,
39620170,,,,
39620175,Patient,9606,,
39620179,,,IGF-1,3479
39620188,,,glucagon,2641
39620189,patients,9606,,
39620194,patients,9606,POP7,10248
39620201,patients,9606,,
39620216,domestic cat,9685,CD4,493775
39620218,SARS-CoV-2,2697049,Lf,
39620223,patient,9606,CAR,9970
39620233,,,,
39620244,,,,
39620251,patient,9606,,
39620255,patients,9606,,
39620264,sweetpotato,4120,,
39620271,human immunodeficiency virus,12721,,
39620281,Salmonella,590,,
39620359,mice,10090,Atg16l1,55054
39620374,Patients,9606,,
39620382,,,,
39620396,Participants,9606,,
39620439,,,,
39620467,,,,
39620471,rats,10116,,
39620488,patients,9606,,
39620501,,,MYO15A,51168
39620505,human,9606,,
39620510,,,,
39620517,,,,
39620521,,,,
39620530,people,9606,,
39620533,,,,
39620535,participants,9606,,
39620540,,,,
39620541,,,,
39620544,people,9606,,
39620550,patients,9606,,
39620551,Patient,9606,,
39620553,,,,
39620555,,,,
39620562,,,,
39620563,,,,
39620572,patients,9606,,
39620657,,,,
39620663,patients,9606,,
39620664,,,,
39620671,,,,
39620682,,,,
39620683,patients,9606,,
39620685,,,,
39620688,,,USH2A,7399
39620698,,,,
39620829,mouse,10090,NALCN,338370
39620861,,,,
39620930,patients,9606,,
39620931,patients,9606,CTNNB1,1499
39620985,patients,9606,,
39621015,persons,9606,,
39621058,patients,9606,TRPM7,54822
39621098,,,,
39621105,,,,
39621113,patients,9606,,
39621122,Human,9606,,
39621132,Escherichia coli,562,,
39621148,patient,9606,,
39621160,patients,9606,,
39621169,,,,
39621199,,,,
39621201,,,,
39621227,patients,9606,,
39621287,,,,
39621307,mice,10090,MAVS,57506
39621312,,,androgen receptor,367
39621349,Patient,9606,,
39621381,,,,
39621404,women,9606,,
39621428,,,NPAT,4863
39621453,Arabidopsis,3702,CML8,827114
39621528,mice,10090,Lsp1,4046
39621586,participants,9606,,
39621596,,,,
39621598,,,,
39621599,FAW,7108,,
39621600,,,ATP6V1G1,9550
39621603,,,,
39621619,women,9606,,
39621621,mouse,10090,,
39621623,,,bcl-2,596
39621624,,,,
39621630,,,,
39621643,,,,
39621648,patient,9606,,
39621649,,,,
39621653,patients,9606,,
39621656,,,prestin,100755962
39621658,,,,
39621693,patients,9606,,
39621694,Leishmania,38568,coI,4512
39621697,women,9606,,
39621710,Alkalibacterium,99906,,
39621736,M. ferrea L.,210380,,
39621739,human,9606,,
39621755,,,,
39621783,,,,
39621785,SARS-CoV-2,2697049,S1,
39621788,patients,9606,,
39621794,Ascaris suum,6253,,
39621798,B. melitensis,29459,,
39621802,goats,9925,,
39621865,,,,
39621884,,,,
39621885,,,,
39621891,,,,
39621894,patient,9606,,
39621900,,,,
39621910,,,,
39621913,,,,
39621916,women,9606,,
39621923,Chlamydomonas reinhardtii,3055,,
39621924,Asparagopsis taxiformis,260499,,
39621950,,,,
39621970,outpatient,9606,,
39622019,patient,9606,,
39622020,patients,9606,,
39622024,,,,
39622025,patient,9606,,
39622042,patient,9606,,
39622076,,,,
39622113,patients,9606,,
39622218,C. fahireae,1483009,,
39622229,patient,9606,,
39622242,,,tau,4137
39622271,patients,9606,FLT3,2322
39622344,human,9606,,
39622504,,,,
39622526,patients,9606,,
39622527,women,9606,,
39622541,participant,9606,,
39622564,,,,
39622567,patient,9606,insulin,3630
39622568,men,9606,,
39622576,patients,9606,,
39622579,patients,9606,,
39622586,patients,9606,,
39622621,,,Endo,79694
39622638,patient,9606,,
39622651,N. fowleri,5763,,
39622653,Toxoplasma gondii,5811,,
39622654,patients,9606,,
39622656,trematodes,1290878,,
39622657,B. siamensis siamensis,479250,,
39622676,Patient,9606,,
39622678,,,,
39622684,,,,
39622689,patients,9606,,
39622699,patients,9606,,
39622707,human,9606,,
39622712,participants,9606,,
39622754,patients,9606,WT1,7490
39622756,patients,9606,CD20,54474
39622758,patients,9606,,
39622762,patients,9606,fibrinogen,2244
39622781,Staphylococcus aureus,1280,,
39622794,Human,9606,,
39622798,,,,
39622799,mammalian,9606,,
39622801,,,,
39622803,,,,
39622804,,,,
39622810,,,,
39622815,,,,
39622824,human,9606,,
39622835,,,,
39622836,patients,9606,,
39622838,,,,
39622848,,,,
39622855,humans,9606,,
39622859,,,,
39622862,,,,
39622863,,,p53,7157
39622874,,,,
39622875,participant,9606,beta-actin,728378
39622880,patient,9606,AKR1B10,57016
39622883,,,TNF,7124
39622896,,,,
39622906,,,,
39622935,,,,
39622944,Lipoptena,170902,cytochrome c oxidase subunit I,19893533
39622945,patients,9606,,
39622946,human,9606,,
39622948,human,9606,,
39622953,patients,9606,,
39622954,,,,
39622960,patients,9606,,
39622963,,,,
39622966,,,POR,5447
39622975,,,,
39622994,,,,
39623000,patients,9606,TNM,10178
39623002,,,,
39623004,patient,9606,CRP,1401
39623013,,,,
39623038,,,,
39623044,patients,9606,,
39623046,sheep,9940,,
39623059,men,9606,glucagon,2641
39623072,patients,9606,,
39623075,,,,
39623081,patients,9606,TP53,7157
39623089,F. oxysporum,5507,,
39623094,,,,
39623109,,,PCSK9,255738
39623138,mouse,10090,,
39623139,human,9606,LRRC8C,84230
39623149,,,,
39623160,patients,9606,,
39623162,,,cystatin C.,1471
39623197,patients,9606,,
39623210,SARS-COV-2,2697049,,
39623211,patients,9606,,
39623212,pig,9823,GABAAR,14406
39623234,patients,9606,,
39623238,,,,
39623251,,,,
39623254,,,IFI30,10437
39623316,Escherichia coli,562,,
39623326,women,9606,,
39623338,,,,
39623340,patients,9606,,
39623345,patients,9606,,
39623349,people,9606,,
39623356,patients,9606,,
39623362,Plasmodium Falciparum,5833,,
39623377,,,,
39623385,,,,
39623399,,,,
39623403,human,9606,MPO,4353
39623407,patients,9606,,
39623414,women,9606,,
39623420,,,,
39623436,,,,
39623440,patient,9606,,
39623443,,,Stromal cell-derived factor-1,6387
39623450,,,,
39623478,patients,9606,,
39623486,patients,9606,,
39623488,EN,35518,,
39623489,patients,9606,,
39623494,patient,9606,,
39623499,patient,9606,,
39623512,patient,9606,,
39623514,patients,9606,,
39623565,patients,9606,,
39623591,patients,9606,,
39623592,Galba truncatula,401862,,
39623609,patients,9606,,
39623613,patients,9606,IgE,3497
39623614,patients,9606,,
39623615,men,9606,,
39623616,Patients,9606,,
39623617,Human,9606,CYR61,3491
39623706,patient,9606,,
39623739,,,,
39623751,,,,
39623752,,,,
39623770,,,,
39623788,Human,9606,CD95,355
39623860,patient,9606,,
39623866,,,,
39623868,,,,
39623976,,,,
39624001,S. mutans,1309,,
39624008,patients,9606,,
39624016,patients,9606,CD34,947
39624039,Aeromonas dhakensis,196024,,
39624057,,,YAP1,10413
39624064,dogs,9615,,
39624088,patient,9606,MuSK,4593
39624096,human,9606,Pin1,5300
39624101,patients,9606,GAD65,2572
39624112,,,,
39624116,,,,
39624121,patients,9606,,
39624124,patients,9606,BRAF,673
39624138,,,,
39624165,human,9606,,
39624177,,,,
39624186,,,,
39624187,,,,
39624190,Staphylococcus aureus,1280,,
39624200,patient,9606,,
39624205,,,,
39624206,,,,
39624229,,,,
39624234,patients,9606,,
39624235,patients,9606,FXR,9971
39624239,,,,
39624243,soybean,3847,,
39624248,patients,9606,KRAS,3845
39624251,,,,
39624253,P. aeruginosa,287,,
39624254,persons,9606,HBC,85348
39624255,Biomphalaria,6525,,
39624274,Bacillus amyloliquefaciens,1390,amylase,100534494
39624275,human,9606,,
39624279,Bipolaris sorokiniana,45130,,
39624284,cyanobacteria,1117,,
39624287,rice,4530,,
39624289,,,,
39624294,people,9606,,
39624296,,,,
39624300,,,,
39624303,,,,
39624309,patients,9606,,
39624314,Lactobacillus delbrueckii,1584,,
39624315,,,,
39624316,SARS-CoV-2,2697049,,
39624320,,,,
39624324,patients,9606,NACA,4666
39624327,rats,10116,,
39624348,women,9606,,
39624350,women,9606,,
39624390,patients,9606,,
39624393,patients,9606,,
39624404,,,,
39624421,,,,
39624423,,,,
39624441,,,,
39624443,,,,
39624455,,,GLP-1 receptor,2740
39624456,,,,
39624466,participant,9606,miR-494,574452
39624478,patient,9606,,
39624480,Patients,9606,IL-6,3569
39624495,,,,
39624504,patient,9606,,
39624510,,,,
39624525,,,,
39624534,patient,9606,,
39624538,patient,9606,EGFR,1956
39624542,patients,9606,,
39624549,Phyllanthus emblica,296036,IL-6,3569
39624553,,,,
39624567,Child,9606,,
39624589,patient,9606,,
39624593,Coxiella burnetii,777,,
39624611,patients,9606,,
39624615,,,,
39624627,patient,9606,,
39624630,,,vascular endothelial growth factor,7422
39624632,patients,9606,,
39624648,patient,9606,,
39624649,,,,
39624660,,,,
39624668,,,,
39624674,patients,9606,GPC1,2817
39624676,patient,9606,,
39624681,participants,9606,,
39624697,patient,9606,,
39624702,,,,
39624707,,,,
39624709,patient,9606,,
39624713,cucumber,3659,,
39624715,,,,
39624722,Prevotella,838,,
39624726,,,,
39624730,,,FLG2,388698
39624731,,,,
39624732,patients,9606,VEGF-A,7422
39624739,,,,
39624740,patients,9606,,
39624741,,,,
39624743,,,,
39624744,women,9606,,
39624753,outpatient,9606,,
39624765,woman,9606,,
39624767,,,,
39624769,patients,9606,,
39624773,mice,10090,CD86,942
39624777,,,,
39624786,participant,9606,,
39624787,patients,9606,,
39624799,,,VP3,
39624811,,,,
39624813,women,9606,,
39624814,participant,9606,,
39624819,,,,
39624831,mice,10090,Interferon gamma,15978
39624838,,,,
39624845,,,Rb,19645
39624846,mice,10090,MAFbx,67731
39624847,,,,
39624917,cattle,9913,,
39624922,patients,9606,,
39624933,patients,9606,,
39624940,,,,
39624970,patients,9606,,
39625044,women,9606,CD4,920
39625049,patients,9606,,
39625054,patients,9606,,
39625056,patient,9606,,
39625060,,,PRAME,23532
39625068,patient,9606,,
39625081,,,,
39625085,patients,9606,,
39625086,patient,9606,,
39625089,,,,
39625093,patients,9606,,
39625121,patients,9606,,
39625217,patients,9606,,
39625236,,,,
39625241,human,9606,,
39625247,women,9606,,
39625289,patients,9606,,
39625298,patients,9606,,
39625332,,,,
39625346,people,9606,,
39625365,,,TUBB3,10381
39625366,,,,
39625393,participant,9606,,
39625398,patients,9606,WRN,7486
39625407,mice,10090,,
39625437,,,,
39625440,,,,
39625443,Patients,9606,,
39625452,,,,
39625505,,,,
39625517,people,9606,,
39625520,,,,
39625521,pt.,9606,,
39625546,,,MTSS1,9788
39625549,patient,9606,,
39625561,cats,9685,,
39625563,human,9606,,
39625592,participants,9606,,
39625593,patients,9606,,
39625596,,,GDF15,9518
39625598,,,,
39625626,patients,9606,,
39625629,,,,
39625660,patients,9606,SPATA2,9825
39625663,Bt,1428,,
39625677,mice,10090,METTL3,56339
39625724,,,,
39625756,patients,9606,,
39625758,,,,
39625759,C tetani,1513,,
39625772,patients,9606,SCUBE-1,80274
39625793,patients,9606,beta2-Microglobulin,3135
39625816,,,,
39625852,,,,
39625874,patients,9606,,
39625876,fungi,4751,,
39625881,,,,
39625889,,,,
39625903,women,9606,,
39625907,,,,
39625915,women,9606,,
39625917,Staphylococcus aureus,1280,,
39625918,hazelnuts,13450,,
39625933,,,,
39625936,human,9606,,
39625963,patients,9606,,
39625966,,,,
